"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3245357";"";"None";"409.60";"1";"5.44";"17";"C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"'='";"55.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3254233";"Inhibition of human placental microsomal aromatase assessed as inhibition of [C14]estrone/[C14]estradiol formation using 1.25 uM [C14]androstenedione substrate at 6.25 uM by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3244366";"1";"Scientific Literature";"J Med Chem";"1978";"None";"";"";""
"CHEMBL3245357";"";"None";"409.60";"1";"5.44";"17";"C[C@]12CCC(=O)C=C1C[C@@H](Sc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.91";"0.36";"2.30";"12.87";"0";"CHEMBL3254234";"Apparent inhibition of human placental microsomal aromatase assessed as [C14]estrone/[C14]estradiol formation using 0.075 to 0.515 uM [C14]androstenedione substrate by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3244366";"1";"Scientific Literature";"J Med Chem";"1978";"None";"";"";""
"CHEMBL3245348";"";"None";"374.59";"1";"5.60";"8";"CCCCS[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3254236";"Activity of human placental microsomal aromatase assessed as phenolic products";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3244366";"1";"Scientific Literature";"J Med Chem";"1978";"None";"";"";""
"CHEMBL3245350";"";"None";"408.61";"1";"6.00";"10";"C[C@]12CCC(=O)C=C1C[C@@H](SCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"17.53";"0.34";"1.16";"20.98";"0";"CHEMBL3254234";"Apparent inhibition of human placental microsomal aromatase assessed as [C14]estrone/[C14]estradiol formation using 0.075 to 0.515 uM [C14]androstenedione substrate by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3244366";"1";"Scientific Literature";"J Med Chem";"1978";"None";"";"";""
"CHEMBL132530";"FORMESTANE";"4.0";"302.41";"0";"3.97";"6";"C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"542.0";"nM";"6.27";"";"";"UO_0000065";"20.72";"0.39";"2.30";"11.52";"0";"CHEMBL763995";"Binding affinity(KI) for formation of reversible enzyme-ligand complex with human placental aromatase (PL2)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124325";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";""
"CHEMBL132530";"FORMESTANE";"4.0";"302.41";"0";"3.97";"6";"C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"k cat";"'='";"0.008";"*10e-3";"";"";"";"";"";"";"";"";"0";"CHEMBL763997";"Catalytic constant (Kcat) for reversible enzyme-ligand complex formation with human placental aromatase (PL2)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124325";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";""
"CHEMBL1521315";"";"None";"288.31";"0";"1.92";"20 ,BAS 00782664";"Cc1ccc(C(=O)NCCCn2ccnc2)cc1[N+](=O)[O-]";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"20.81";"0.39";"4.08";"6.66";"0";"CHEMBL1785943";"Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781936";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL23150";"";"None";"221.26";"0";"2.90";"T64";"O=C1/C(=C/c2ccncc2)Cc2ccccc21";"IC50";"'='";"25118.86";"nM";"4.60";"";"";"UO_0000065";"20.79";"0.37";"1.70";"15.35";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL223452";"";"None";"296.33";"0";"3.40";"T42";"N#Cc1ccc(C(c2ccc(C#N)cc2)c2cncnc2)cc1";"IC50";"'='";"288.4";"nM";"6.54";"";"";"UO_0000065";"22.07";"0.39";"3.14";"8.91";"0";"CHEMBL915480";"Inhibition of human placental microsome CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139479";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL2235950";"";"None";"374.44";"0";"4.18";"26, RG-DPJ-195";"COc1cc(/C=C2\Cc3ccccc3C2=O)ccc1OCCCn1ccnc1";"Ratio IC50";"'='";"54.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3062619";"Ratio of aminoglutethimide IC50 to compound IC50 for Homo sapiens (human) aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045212";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";""
"CHEMBL480451";"";"None";"425.08";"0";"3.85";"9";"Oc1ccc(C(c2ccc(O)c(Br)c2)n2cncn2)cc1Br";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.82";"0.50";"4.15";"11.24";"0";"CHEMBL988317";"Inhibition of aromatase activity in human JEG3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155113";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308202";"";"";""
"CHEMBL455832";"";"None";"267.29";"0";"2.33";"6";"Oc1cccc(C(c2cccc(O)c2)n2cncn2)c1";"IC50";"'='";"2457.0";"nM";"5.61";"";"";"UO_0000065";"20.99";"0.38";"3.28";"7.88";"0";"CHEMBL988317";"Inhibition of aromatase activity in human JEG3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155113";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308202";"";"";""
"CHEMBL487887";"URSONIC ACID";"None";"454.70";"1";"7.30";"2";"C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL978974";"Inhibition of aromatase in human placental microsomes assessed as tritiated water release after 15 mins using [1-beta, 3H]androstenedione as substrate by scintillation counting";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156709";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL28";"APIGENIN";"None";"270.24";"0";"2.58";"apigenin";"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"18.50";"0.34";"2.42";"5.50";"0";"CHEMBL978974";"Inhibition of aromatase in human placental microsomes assessed as tritiated water release after 15 mins using [1-beta, 3H]androstenedione as substrate by scintillation counting";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156709";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL479366";"";"None";"355.38";"0";"1.37";"28";"N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"22.19";"0.43";"6.52";"6.37";"0";"CHEMBL988317";"Inhibition of aromatase activity in human JEG3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155113";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308202";"";"";""
"CHEMBL479737";"";"None";"425.45";"0";"0.08";"7";"NS(=O)(=O)Oc1cccc(C(c2cccc(OS(N)(=O)=O)c2)n2cncn2)c1";"IC50";"'='";"99.0";"nM";"7.00";"";"";"UO_0000065";"16.46";"0.34";"6.92";"4.13";"0";"CHEMBL988317";"Inhibition of aromatase activity in human JEG3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155113";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308202";"";"";""
"CHEMBL208471";"";"None";"196.25";"0";"2.83";"13";"C1=C(n2ccnc2)CCc2ccccc21";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL860942";"Inhibition of human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146077";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL1209476";"";"None";"337.42";"0";"2.91";"2";"CC(C)CC1n2cncc2CN(Cc2ccc(F)cc2)S1(=O)=O";"Inhibition";"'='";"39.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1211865";"Inhibition of human CYP19 at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL1209693";"";"None";"397.93";"0";"3.76";"20";"COC(C)(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O";"Inhibition";"'='";"17.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1211865";"Inhibition of human CYP19 at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL195996";"";"None";"194.24";"0";"3.03";"23";"c1ccc2cc(-n3ccnc3)ccc2c1";"IC50";"'='";"2821.0";"nM";"5.55";"";"";"UO_0000065";"28.57";"0.51";"2.52";"31.14";"0";"CHEMBL880272";"Inhibitory concentration against human placental cytochrome P450 19A1 using [1-beta-3H]-androstenedione as substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141125";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL387386";"";"None";"336.37";"0";"2.85";"5b";"Cc1ccc(COc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL919503";"Inhibition of aromatase in JAR cells by tritiated water release assay at 15 uM";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142944";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307657";"";"";""
"CHEMBL157101";"KETOCONAZOLE";"4.0";"531.44";"1";"4.21";"ketoconazole";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"Inhibition";"'='";"87.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL904102";"Inhibition of human recombinant aromatase at 10 uM after 30 mins relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142921";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL226235";"";"None";"300.49";"1";"5.85";"17";"COc1cc2c(cc1C(C)C)CC[C@@H]1C(C)(C)CCC[C@]21C";"Inhibition";"'='";"15.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL904099";"Inhibition of human recombinant aromatase at 300 nM after 30 mins relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142921";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL376834";"";"None";"314.47";"1";"5.49";"21";"COc1cc2c(cc1C(C)C)C(=O)C[C@@H]1C(C)(C)CCC[C@]21C";"Inhibition";"'='";"20.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL904099";"Inhibition of human recombinant aromatase at 300 nM after 30 mins relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142921";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL376833";"";"None";"314.47";"1";"5.49";"19";"COc1cc2c(cc1C(C)C)C(=O)C[C@H]1C(C)(C)CCC[C@]21C";"Inhibition";"'='";"18.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL904100";"Inhibition of human recombinant aromatase at 1 uM after 30 mins relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142921";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";""
"CHEMBL4068601";"";"None";"551.65";"2";"6.45";"22";"O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1)c1ccc2c(c1)Nc1ccccc1S2";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"9.16";"0.18";"-1.40";"4.47";"0";"CHEMBL4034703";"Inhibition of aromatase activity in human T47D cells after 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033644";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL934";"METYRAPONE";"4.0";"226.28";"0";"2.64";"1";"CC(C)(C(=O)c1cccnc1)c1cccnc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4253028";"Inhibition of human placental microsomal CYP19A1 at 2 uM using [1beta-3H]androstenedione after 21 mins by liquid scintillation spectrometry";"A";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251585";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL4159184";"";"None";"914.66";"2";"9.42";"25";"O=S(=O)(NCCc1c(C(c2ccc(C(F)(F)F)cc2)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Br)cc2)[nH]c2ccccc12)c1ccc(Br)cc1";"IC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"5.93";"0.13";"-4.00";"4.37";"0";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL363621";"";"None";"207.28";"0";"3.57";"2";"C(=C1/CCc2ccccc21)\c1cccnc1";"IC50";"'='";"3550.0";"nM";"5.45";"";"";"UO_0000065";"26.29";"0.47";"1.88";"42.28";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL383806";"";"None";"225.27";"0";"3.71";"6";"Fc1ccc2c(c1)CC/C2=C/c1cccnc1";"IC50";"'='";"2490.0";"nM";"5.60";"";"";"UO_0000065";"24.88";"0.45";"1.89";"43.47";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL194440";"";"None";"286.17";"0";"4.33";"9";"Brc1ccc2c(c1)CC/C2=C\c1cccnc1";"IC50";"'='";"7830.0";"nM";"5.11";"";"";"UO_0000065";"17.84";"0.41";"0.78";"39.61";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL179149";"";"None";"207.28";"0";"3.57";"27";"C(=C1/CCc2ccccc21)\c1ccncc1";"IC50";"'='";"12730.0";"nM";"4.89";"";"";"UO_0000065";"23.62";"0.42";"1.33";"37.98";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL179222";"";"None";"286.17";"0";"4.33";"34";"Brc1ccc2c(c1)CC/C2=C/c1ccncc1";"IC50";"'='";"3960.0";"nM";"5.40";"";"";"UO_0000065";"18.88";"0.43";"1.07";"41.91";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL175609";"";"None";"237.30";"0";"3.58";"35";"COc1ccc2c(c1)CC/C2=C/c1ccncc1";"IC50";"'='";"3720.0";"nM";"5.43";"";"";"UO_0000065";"22.88";"0.41";"1.85";"24.55";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL175979";"";"None";"251.33";"0";"3.97";"36";"COc1ccc2c(c1)CCC/C2=C\c1ccncc1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"24.26";"0.44";"2.13";"27.56";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL195248";"";"None";"226.25";"0";"3.10";"45";"Fc1ccc2c(c1)CC/C2=C\c1cncnc1";"IC50";"'='";"7450.0";"nM";"5.13";"";"";"UO_0000065";"22.66";"0.41";"2.03";"19.89";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL365120";"";"None";"221.30";"0";"3.96";"4";"C(=C1/CCCc2ccccc21)\c1cccnc1";"IC50";"'='";"3793149.85";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL176101";"";"None";"237.30";"0";"3.58";"12";"COc1ccc2c(c1)CC/C2=C/c1cccnc1";"IC50";"'='";"5571857.49";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL362441";"";"None";"251.33";"0";"3.97";"13";"COc1ccc2c(c1)CCC/C2=C\c1cccnc1";"IC50";"'='";"1129795.91";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL193496";"";"None";"251.33";"0";"3.97";"37";"COc1ccc2c(c1)CCC/C2=C/c1ccncc1";"IC50";"'='";"1009252.89";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL195354";"";"None";"243.33";"0";"3.64";"44";"COc1ccc2c(c1)CC/C2=C/c1cncs1";"IC50";"'='";"4830588.02";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL370317";"";"None";"257.34";"0";"4.67";"50";"C(=C(c1ccccc1)c1ccccc1)c1cccnc1";"IC50";"'='";"3681289.74";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL496777";"";"None";"360.37";"0";"3.66";"5, NSC-625409";"O=Cc1c(Cn2ccnc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1";"IC50";"'='";"190.3";"nM";"6.72";"";"";"UO_0000065";"18.65";"0.34";"3.06";"8.10";"0";"CHEMBL1011777";"Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139349";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
